id,label
11843,1.0
169,3.649162305663367e-09
3320,1.0
2491,1.0
9484,0.006996205076575279
9305,1.0
6651,1.0
6188,1.0
3192,1.0
5074,0.0
11106,1.0
7348,1.0
9179,1.0
9322,1.0
2408,0.9997280240058899
9738,1.0
6282,0.946520209312439
3174,4.1201339229246514e-08
6157,1.0
11159,1.0
6175,1.0
10105,1.0
204,1.0
1639,3.153982717357673e-12
2814,1.8578375602373853e-06
1372,1.0
7210,0.8629178404808044
4795,1.0
7387,0.0
11674,1.0
8491,1.0
10860,0.0
1286,1.0
7039,0.03142070397734642
11446,0.0
3502,8.328525350833412e-22
2577,1.0
8893,0.0
9483,1.0
9959,1.0
8237,0.0
10029,1.0
8833,1.0
2773,0.9119816422462463
3456,0.0
6578,0.012721432372927666
2460,0.0
12044,0.0
11516,1.0
7538,1.0
9001,1.0
5273,0.016042064875364304
503,1.0
5094,1.0
5868,0.9999997615814209
4375,1.0
133,0.0
6197,1.0
11457,3.6194164332314926e-10
4522,1.0
11942,0.0
3501,0.0
6685,1.0
2164,2.3140640169080207e-21
9709,1.0
11534,9.038946673426453e-21
10007,0.0
10250,1.0
2597,0.0
7466,1.0
9408,0.0
12279,1.0
2723,0.999996542930603
4636,1.0
12290,1.0
6069,1.0
92,1.0
10462,1.0
7498,1.0
3236,0.0
4449,0.0
2935,0.0
10342,1.0
10099,1.0
6310,1.0
3558,1.0
8852,0.0
3235,1.0
633,1.0
12401,1.0
2737,1.0
3912,3.245506348479449e-14
9015,0.0
11412,1.0
4334,0.0
4910,4.772008184992684e-22
9487,0.9980790615081787
7787,1.0
504,1.4719376759120273e-11
7255,1.0
8005,1.0
42,1.0
10191,0.0
9628,4.758993236464448e-05
2403,1.0
8439,1.0
7398,1.0
2296,1.0
7930,8.206028724089265e-05
7274,1.0
2958,1.0
8684,0.0
3344,1.0
9560,1.0
5615,1.2425748859476009e-23
4010,1.0
3000,1.0
10212,1.0
6006,1.0
2244,1.0
7913,1.0
7287,1.0
12331,0.9999927282333374
550,0.003100715344771743
9989,1.0
4171,1.0
7199,0.9962812066078186
4001,1.0
1094,1.0
11253,1.0
4101,7.47351757603963e-34
10748,3.6483475937748016e-28
10277,1.0
11524,1.0
3706,1.0
6876,1.0
8001,0.0
11087,0.0
12302,1.0
11167,1.0
11651,1.0
10286,1.0
2608,1.0
2823,0.9997796416282654
7948,0.0
10356,0.0
7003,1.0
11690,1.0
462,1.0
5485,1.0
7546,1.0
973,1.0
90,0.9999927282333374
2088,1.4615655920223031e-24
11442,1.0
6365,1.0
6564,1.0
4848,0.9776896834373474
1260,0.0
2519,6.6232723838766105e-06
587,1.0
367,1.0
539,0.9999284744262695
10403,1.0
1111,0.0
4281,0.0
2942,2.596251109104874e-20
10353,1.0
10962,1.0
4528,1.0
4145,1.0
1617,1.0
11791,1.0
59,1.0
12053,1.0
10436,1.0
9931,1.0
3545,3.0018588859093143e-07
4269,0.0
9816,1.0
3006,1.0
424,1.0
8514,1.0
5067,1.0
5708,1.0
6422,1.0
8353,0.0005809977883473039
220,1.0
2131,3.636995218880834e-13
10345,1.0
6686,6.081147683936056e-14
1193,0.0
12250,1.0
4876,1.0
6127,1.0
1594,3.2228213153739915e-12
1380,1.0
6726,1.0
9374,0.0
11583,2.914758952027759e-28
2210,1.0
10357,1.0
8437,0.0
3560,1.0
5629,1.0
1066,1.0
527,0.013954883441329002
8615,1.0
8207,1.0
2894,1.0
4524,5.044415364604594e-31
8419,1.0
10716,1.0
11966,0.0
3352,0.9996253252029419
870,1.0
12003,1.0
2561,1.0
7775,1.0
11873,1.0
935,1.0
4385,1.0
9585,0.0
10381,1.0
6122,1.509644404269425e-35
6131,1.0
11404,6.820597320399052e-33
6941,1.0
1390,1.0
9652,1.0
7846,1.0328020956637454e-16
254,1.0
9155,1.0
3194,4.5706866069750163e-10
4107,1.0
6215,0.9997997879981995
6406,1.0
12037,1.0
1623,0.0
4869,0.0
8115,1.0
3953,3.792280267589376e-08
2536,1.0
11570,1.0
6820,1.0
1244,0.002949861576780677
3506,1.0
300,0.0
1899,8.493095550951994e-19
2326,0.0
5319,1.0
494,1.0
6408,1.0
4089,1.0
9425,1.0
285,1.5585610693074973e-24
10017,0.0
3373,0.0
6056,0.0
7488,1.0
836,0.0
2555,1.0
7090,1.0
7908,1.0
10621,0.32400447130203247
4609,0.0
2221,1.0
12011,1.0
9114,1.0
1233,0.0
1939,1.0
3505,1.0
9771,1.0
10698,1.0
3777,4.705485709465083e-15
4459,0.0
9373,1.0
283,5.602289210229848e-22
8827,1.0
3243,1.0
1330,0.30609601736068726
1449,1.0
10135,1.0
2106,0.0
5634,1.0
4402,0.9778815507888794
6090,1.0
12323,1.0
5865,5.463220648315184e-18
8817,1.0
7390,1.0
1520,1.0
5196,0.0
3982,4.589474806459713e-15
340,1.0
10513,1.6119608733488732e-15
12492,1.0
7628,1.0
10169,1.0
3993,1.0459054733402695e-09
9470,1.0
7468,1.0
4723,1.0
11639,1.0
10951,1.0
4896,1.8910827633169576e-23
8956,0.0
3648,1.0
4797,1.0
7827,1.0
6867,1.0
2828,1.5094985799721911e-15
4931,1.0
11177,1.0
10477,1.0
1500,1.0
3810,1.0
776,1.0
913,1.0
1071,0.0
7443,1.0
7625,1.0
2527,1.0
3083,1.0
11409,6.691775035228745e-22
2679,1.0
11321,1.0
11195,1.0
10586,1.0
6190,0.0
2000,1.0
9637,1.0
11327,1.0
10420,1.0
1224,1.0
1873,5.379823322937405e-11
4341,1.0
8045,1.0
3077,0.0009657581686042249
1878,1.0
591,1.0
11026,1.0
3316,8.1041986539117195e-19
4947,1.0
8887,2.965280179982746e-22
425,1.0
5306,1.0
2834,1.0
4687,1.0
2364,0.9999998807907104
1337,0.0
1385,1.0
1569,1.0
12314,1.0
5710,1.0
5129,1.0
11425,1.0
8643,1.0
3691,1.0
11575,1.0
6431,1.0
1892,1.0
4925,0.0
5942,1.0
8610,1.0
7801,1.0
8498,3.339906982091634e-07
2817,3.816345497398288e-07
1832,1.0
1818,9.160734948387983e-10
3119,1.0
10920,1.0
10262,1.0
9323,1.0
11275,0.0
6479,1.6664454382143377e-22
5392,1.0
12375,1.0
11365,0.0
5718,1.0
6271,0.0
1413,1.0
2767,1.0
1644,1.0
5744,4.695561418050317e-26
8952,1.0
2318,1.0
12036,0.00022178550716489553
8074,1.0
6816,1.0
2936,0.0
662,0.0
607,1.0
4592,1.0
7349,1.5005575321050837e-25
5616,0.48448893427848816
10149,8.16742303671493e-14
12326,2.3755310962769727e-07
10056,1.0
5550,1.0
6775,1.0
3817,1.0
2892,1.0
4909,1.0
5637,8.53072634754426e-08
7505,1.0
8245,1.898735481993194e-14
1420,1.0
12383,1.0
5111,1.0
11573,4.0382009294277254e-27
10127,1.0
1816,1.0
5091,0.0
8330,0.0
2782,1.0
7857,1.0
7768,6.122492315003604e-16
11913,0.1306716799736023
5821,1.0
3110,1.0
1521,1.0
4728,1.980537490453571e-05
9148,1.0
9321,1.0
2406,1.0
5502,1.0
3652,1.0
8227,1.0
1257,1.0
4974,1.0
441,7.613033487831e-37
5122,0.0
1695,1.0
20,0.0
5887,0.0
9591,1.0
2505,1.0
10934,1.0
8966,1.0
6123,1.0
11016,1.0
8790,2.5394435443359953e-09
9982,1.0
9704,0.0
3682,1.0
6652,1.0
7449,1.0
7967,1.0
9199,1.0
1741,5.39481970918132e-06
8022,0.0
8983,1.0
464,1.0
12328,1.0
4561,1.0
6276,1.3947614702153285e-34
5872,0.9998683929443359
8210,1.0
943,1.9296821356529908e-13
1174,1.0
4514,1.0
10736,1.0
10346,0.9982964396476746
4562,1.0
533,0.0
10295,0.0
5241,1.0
8413,0.0
476,0.28096088767051697
9790,1.0
9679,1.0
5523,1.0
6863,1.0
5250,0.0
3387,0.0
1779,1.417713178852864e-06
2710,1.0
11782,1.0
8231,1.0
4423,1.0
9074,1.951469592295083e-23
9387,1.0
7690,1.0
3214,1.0
11301,0.0
2644,1.0
10634,0.0
3473,1.0
941,8.500074422101989e-09
419,1.0
3688,1.0
8043,1.0
3444,4.6996970898190645e-20
6921,0.0
8801,1.0
4545,0.0
9018,0.00040171726141124964
1351,1.0
11911,1.598451376594312e-06
11694,1.0
4064,1.0
482,1.0
7706,0.0
6614,1.0
2242,0.9808921217918396
3906,1.0
3123,1.1354071140920398e-15
2734,0.0
6636,1.0
11508,0.0
8808,0.0
6249,1.0
6099,0.021362148225307465
2236,1.0
12493,1.0
8555,0.0
76,1.0
2750,0.0
10227,0.0
7813,1.0
11560,0.0
4811,5.646030458821547e-16
637,1.0
3846,2.2447857022737714e-28
10888,1.0
630,1.0
4738,1.0
7111,1.0
6100,0.0
2511,1.0
1099,1.0
174,0.0
8012,1.0
2746,1.0
9531,1.0
8129,1.884011059175149e-24
7781,0.0
975,0.9870237112045288
3367,1.0
10613,0.0
1308,1.0
12395,0.052123263478279114
9393,1.0
4608,0.0
205,1.0
8862,1.0
6457,1.0
3565,0.0
1488,0.0
10806,1.0
7805,1.8355432479431438e-25
9207,1.0
12055,1.0
9338,0.0016853187698870897
5916,1.0
1724,1.0
8223,1.0
383,1.0
4802,1.0
7102,1.0
8524,1.0
7766,1.0
5313,0.0
8391,0.0
5984,1.0
7078,1.0
7046,2.823444160249349e-35
9325,0.0
11382,1.0
7876,0.03457392007112503
9540,0.0
572,1.0
3448,0.0
2524,1.0
7356,0.0
2845,1.0
2634,1.0
9908,0.0
9356,1.0
11832,0.0
356,1.0
6158,0.0
6866,1.0
8352,0.0010733262170106173
977,1.0
6892,0.0
9193,1.0
9524,1.0
12012,1.0
11454,1.0
4322,1.0
6902,1.0
8641,0.0
3572,1.0
10469,7.49825339880772e-05
12006,1.0
2607,1.0
9687,1.0
12469,1.0
6324,0.0011335598537698388
9868,1.0
8752,0.01624913513660431
9186,1.5962310564690544e-27
3039,1.0
10685,1.0
12293,0.9999953508377075
12058,1.8509048460568778e-12
3978,1.3137004607580156e-19
2678,1.0
6593,1.0
1902,1.0
4980,1.0
3703,1.0519276777076345e-31
206,1.0
2835,0.9999532699584961
10606,1.0
7462,1.0
4028,0.0
9862,0.9999916553497314
3621,1.0
8226,1.0
10210,2.39453788708488e-06
1640,1.0
4005,0.9978501796722412
8213,1.047372086966842e-29
10658,1.0
3459,1.0
11941,1.0
12229,1.0
10122,1.0
2864,1.0
8895,0.0
10979,1.0
7753,0.054124850779771805
4746,1.0
6573,1.0
3287,0.9489876627922058
3905,1.0
9842,1.0
5765,1.0
2354,0.0
5494,1.0
2416,1.0
3251,9.733516664580938e-27
573,1.0
9195,1.0
1821,1.0
1441,0.0
5021,1.0
3692,1.0
1774,0.0
5410,0.9909022450447083
9031,1.0
6347,3.7890767998760566e-05
1541,1.0
1140,0.0
3548,0.0
8323,1.0
6227,0.0
7062,0.00012227003753650934
6841,1.0
8468,1.8330573654230057e-27
8673,1.0
1143,0.0
9507,0.0
2886,0.19136600196361542
636,1.0
9253,1.0
5714,0.0
9106,1.0
7951,9.454249263369757e-29
11987,1.0
2199,0.0
12488,1.0
5554,1.0
10702,1.0
9682,7.552876013505738e-08
373,1.0
5660,0.008413383737206459
2778,1.0
10028,0.0
9035,1.0
9340,1.0
1455,0.0
7278,0.9992965459823608
9075,1.0
11878,1.0
10708,1.0
78,2.5763096474366054e-37
3483,0.0
1599,0.9999991655349731
11335,1.0
4684,1.246964321256505e-35
9266,1.0
487,1.0
11008,1.0
9788,1.0
9149,0.0
11179,0.9985008239746094
5055,0.9999775886535645
9558,0.0
6185,0.0
9339,2.068143259634463e-28
8592,1.0
9118,1.0
8651,1.0
4325,1.0
9742,1.0
3783,1.0
11000,2.240803320674445e-09
3369,1.0
2211,1.0
10694,1.0
12119,0.0
8781,1.0
2243,1.0
2932,0.0011301334016025066
6516,1.0
6250,1.0
11526,1.0
11765,1.0
11774,1.0
10060,1.0
10030,1.0
6681,1.0
6062,5.408030887032853e-23
6496,0.0
7323,1.0
3163,0.0
8892,1.0
9579,1.5852742762945127e-06
2959,1.0
2423,0.0
8464,1.0
9418,0.9997922778129578
12076,1.0
6480,1.0
157,2.422504731536268e-11
9775,1.0
1992,7.591629351522654e-15
11049,1.0
12426,4.148236127174957e-16
6999,1.0
7085,1.0
9852,1.0
7203,0.049177054315805435
11153,1.0
10601,1.0
2829,1.0
1192,0.0
6915,1.1550733102136964e-25
2083,1.0
9466,1.0
2674,1.5234212469295016e-07
3806,1.0
3897,1.0
8859,1.0
2619,0.0
9285,1.0
11057,1.0
674,4.2868462252210193e-11
10745,1.0
6293,1.0
9523,2.489224607415963e-05
3490,1.0
8371,1.0
11660,1.0
10215,0.0
8645,0.9993696808815002
9753,1.0
11131,2.251205256636465e-16
12341,1.0
10054,1.0
1473,0.9974802136421204
12123,2.5562395082612266e-12
7011,0.0
17,1.0
6258,1.0
10181,1.0
7599,1.0
9541,1.0
8017,6.434264721417971e-29
12057,1.0
11767,1.0
4214,0.0
9370,0.0
2281,1.0
9648,0.0
77,1.0
4140,1.0
9827,0.0
4221,1.0
3419,1.0
1486,1.0
11528,0.0
696,0.01363171823322773
1323,0.9999996423721313
2181,2.841927886936186e-16
2098,1.0
11869,1.0
1610,1.0
12445,0.0
3609,2.1769334597481853e-35
9029,1.0
1771,1.0
7153,1.0
5300,1.0
3974,1.0
3252,1.0
1219,1.0
9380,1.0
7600,1.0
1081,1.0
8902,1.0
8099,0.0
8560,1.0
1846,1.0
2743,1.0
4703,0.0
2043,1.0
9422,1.0
8084,1.0
3493,8.074500527319722e-22
1796,0.0
938,0.0
12158,1.0
7074,1.0
4949,0.9997357726097107
4427,1.0
7389,1.0
2213,0.0
12455,1.2688144023058192e-30
2788,1.0
8290,1.0
168,0.0
2324,1.0
10703,1.0
1618,0.0
731,1.0
8940,0.0
690,1.0
5901,1.0
8894,0.0
2436,1.0
2739,1.0
4441,0.0
7741,1.0
3381,1.0
10171,1.5127417003823829e-18
1096,1.0
10512,1.195996537000841e-19
8934,1.0
11478,1.0
11371,1.0
12168,1.0
10323,1.0
10738,0.9999995231628418
2358,1.0
6909,1.0
1719,1.0
7135,1.0
5139,1.0
5147,1.0
10927,1.2269006219867151e-06
2550,2.389475065294605e-13
9452,0.0
12304,1.0
6444,1.0
7519,3.4219709732496995e-08
8885,0.0
9443,1.0
